"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"2949","PAOLA STEPHANIE (L","junio",341,419
"2950","PAPA MARAVILLA III (ART)","junio",56,73
"2951","PARINA I (IND)","junio",1,63
"2952","PAULINA M (ART)","junio",4,16
"2953","PEDRO L (L","junio",23,87
"2954","PEHUENCO (IND)","junio",32,177
"2955","PELICANO (IND)","junio",58,325
"2956","PETROHUE I (ART)","junio",28,182
"2957","PETROHUE II (ART)","junio",42,254
"2958","PETROHUE III (ART)","junio",38,217
"2959","PIGARGO (ART)","junio",0,2
"2960","PILFICAN III (ART)","junio",1,26
"2961","PILFICAN IV (ART)","junio",3,41
"2962","PINITA (L","junio",64,98
"2963","POLACO I (ART-TRP)","junio",0,25
"2964","POLARIS II (IND)","junio",155,345
"2965","POLUX (IND)","junio",115,199
"2966","POSEIDON II (ART)","junio",14,26
"2967","PUCARA (IND)","junio",12,119
"2968","PUERTO BALLARTA (ART)","junio",18,47
"2969","PUERTO BALLENA (FAB)","junio",1,6
"2970","PUERTO BRAVO (ART)","junio",40,50
"2971","PUERTO LINDO (ART)","junio",146,265
"2972","PUERTO TORO (FAB)","junio",660,750
"2973","PUERTO WILLIAMS (FAB)","junio",514,739
"2974","PUNTA BRAVA (ART)","junio",23,92
"2975","PUNTA DE HUMO (L","junio",234,328
"2976","PUNTA DEL ESTE (L","junio",89,242
"2977","PUNTA TALCA (ART)","junio",113,126
"2978","QUERELEMA (IND)","junio",55,276
"2979","QUIMERA (ART)","junio",1,1
"2980","RAMIRO M (ART)","junio",82,109
"2981","RAPANUI (IND)","junio",36,140
"2982","RAQUEL I (ART)","junio",4,30
"2983","RAUL M (ART)","junio",13,35
"2984","RELAMPAGO (IND)","junio",32,122
"2985","REY DEL PACIFICO (ART)","junio",427,517
"2986","REY DE REYES (ART)","junio",127,172
"2987","RICARDO JESUS (ART)","junio",15,58
"2988","RIEKA I (ART)","junio",28,76
"2989","RIMALFREDAN II (ART)","junio",45,125
"2990","RINA F Y M","junio",18,50
"2991","RIO JORDAN IV (ART)","junio",39,119
"2992","RIO JORDAN X (ART)","junio",25,79
"2993","RIO MAULE I (ART)","junio",0,14
"2994","RIO PELLUHUE II (L","junio",182,220
"2995","RIO PELLUHUE I (L","junio",166,219
"2996","RIO SIMPSON II (ART)","junio",46,59
"2997","RIO SIMPSON (L","junio",282,382
"2998","RIO TOLTEN I (ART)","junio",0,3
"2999","RODIALFA III (ART)","junio",0,7
"3000","ROLANDO (ART)","junio",1,14
"3001","RUBY FRANCISCA (ART)","junio",39,138
"3002","RUCACH I (ART-TRP)","junio",0,19
"3003","RUTH (IND)","junio",12,44
"3004","SADAN (ART)","junio",6,18
"3005","SALMON (IND)","junio",45,221
"3006","SAMARITANO I (ART)","junio",14,60
"3007","SANDRITA I (ART)","junio",49,96
"3008","SANDY III (ART)","junio",22,98
"3009","SAN JORGE I (IND)","junio",9,79
"3010","SAN JOSE (IND)","junio",45,190
"3011","SAN SEBASTIAN I","junio",0,43
"3012","SANTA IRENE III (L","junio",460,498
"3013","SANTA MARGARITA I (L","junio",39,209
"3014","SANTA PALESTINA I (L","junio",358,418
"3015","SANTIAGO (ART)","junio",13,64
"3016","SANTO ISIDORO (L","junio",0,7
"3017","SARAY ESMERALDA - M    ART","junio",60,127
"3018","SARITA II (ART)","junio",33,68
"3019","SEBASTIAN ALEJANDRO II (ART)","junio",0,20
"3020","SHALOM II (ART)","junio",45,213
"3021","SHIMANE (ART)","junio",15,29
"3022","SIXTO ABRAHAM I (ART)","junio",16,58
"3023","SKORPION (IND)","junio",150,244
"3024","SKORPION II (ART)","junio",8,34
"3025","SOCOROMA (ART)","junio",26,46
"3026","SOCOROMA I (ART)","junio",35,58
"3027","SOCOROMA II (ART)","junio",32,90
"3028","SOFIA-A (ART)","junio",27,64
"3029","SOFIA MAGDALENA (ART)","junio",15,73
"3030","SOFIA M (L","junio",324,376
"3031","SOTILEZA (ART)","junio",40,109
"3032","STA XIMENA (L","junio",376,491
"3033","STELLA MARIS II (ART-TRP)","junio",38,154
"3034","SUSANA (ART)","junio",60,111
"3035","SUSANA C (ART)","junio",383,517
"3036","SUSANA III (ART)","junio",142,216
"3037","TIO CHITO (ART)","junio",49,99
"3038","TOCONAO (ART)","junio",2,9
"3039","TOME (ART)","junio",0,1
"3040","TOME II (ART)","junio",0,2
"3041","TORNADO (IND)","junio",17,152
"3042","TOTO (ART)","junio",11,37
"3043","TRAUWÜN I (ART)","junio",140,171
"3044","TRINIDAD (ART)","junio",24,104
"3045","TRINQUETE (ART)","junio",40,97
"3046","TRUENO I (IND)","junio",8,194
"3047","TUAREG I (ART)","junio",28,130
"3048","TUMBES (L","junio",353,418
"3049","TURIMAR II (ART)","junio",1,3
"3050","TURIMAR III (ART)","junio",0,1
"3051","UNIONSUR (FAB)","junio",564,737
"3052","UNZEN (FAB)","junio",708,823
"3053","UZIEL II (ART)","junio",79,121
"3054","VALENCIA (ART)","junio",52,211
"3055","VALENTINA ARACELI (L","junio",406,514
"3056","VALENTINA (L","junio",59,232
"3057","VENTISQUERO (IND)","junio",61,270
"3058","VERONICA ALEJANDRA (ART)","junio",39,104
"3059","VESTERVEG (IND)","junio",72,295
"3060","VICHUQUEN II (IND)","junio",0,4
"3061","VICTOR GABRIEL I (ART-TRP)","junio",0,24
"3062","VICTOR GUILLERMO (ART)","junio",23,54
"3063","VIRGO (ART)","junio",18,100
"3064","XIMENA I (ART)","junio",31,86
"3065","XOLOT (ART)","junio",12,62
"3066","YARODAL II (TRP)","junio",0,20
"3067","YELCHO I (IND)","junio",27,134
"3068","YENNY (ART)","junio",14,73
"3069","YOLANDA S (ART)","junio",23,62
"3070","YOVANKA (L","junio",410,568
"3071","YUCATAN (L","junio",162,228
"3072","ABATE MOLINA","julio",21,136
"3073","ABEL (ART)","julio",35,158
"3074","ABRAHAM (ART)","julio",50,223
"3075","ABUELITA FLOR  (ART)","julio",86,172
"3076","ACHERNAR (ART)","julio",32,61
"3077","ACUARIO III (ART)","julio",0,1
"3078","ACUARIO IV (ART)","julio",92,179
"3079","ADRIANA (ART)","julio",16,55
"3080","ADRIANA IX (ART)","julio",19,63
"3081","ADRIANA V (ART)","julio",6,11
"3082","ADRIANA X (ART)","julio",6,34
"3083","AGUILA REAL (ART)","julio",16,46
"3084","ALBERTO M (ART)","julio",5,22
"3085","ALBIMER (IND)","julio",25,116
"3086","ALBORADA (ART)","julio",0,23
"3087","ALDEBARAN II (ART)","julio",15,241
"3088","ALEJANDRA MARIA VI (ART-TRP)","julio",31,100
"3089","ALERCE (IND)","julio",1,21
"3090","ALFA I (L","julio",225,490
"3091","ALTAIR I (IND)","julio",146,254
"3092","AMADEUS (ART)","julio",65,266
"3093","AMADEUS II (ART)","julio",42,236
"3094","ANDREA C (ART)","julio",5,14
"3095","ANGAMOS 2 (IND)","julio",9,21
"3096","ANGAMOS 4 (IND)","julio",0,0
"3097","ANGAMOS 9 (IND)","julio",8,132
"3098","ANGELA VALENTINA (ART)","julio",0,1
"3099","ANMAI    (ART)","julio",0,2
"3100","ANSELMO I (ART)","julio",1,7
"3101","ANTARES (IND)","julio",165,302
"3102","ANTARES II (ART)","julio",5,63
"3103","ANTARES IV (ART)","julio",1,46
"3104","ANTARES V (ART)","julio",0,8
"3105","AQUILES PANCHO I  (IND)","julio",124,206
"3106","ARAUCANA III (L","julio",279,441
"3107","ARKHOS I (ART)","julio",30,135
"3108","ARKHOS II (ART)","julio",39,142
"3109","ARKHOS III (ART)","julio",29,168
"3110","ARKHOS IV (ART)","julio",31,153
"3111","ATACAMA IV (IND)","julio",25,40
"3112","ATACAMA V (IND)","julio",4,112
"3113","AVENTURERO (IND)","julio",18,208
"3114","AYOHARA III (AR-TRP)","julio",0,7
"3115","AZARIEL (ART)","julio",35,64
"3116","BANDURRIA (IND)","julio",22,181
"3117","BELEN III (ART-TRP)","julio",42,160
"3118","BEN HUR (ART-TRP)","julio",114,230
"3119","BENJAMIN (ART)","julio",10,35
"3120","BETTY YULY (L","julio",171,321
"3121","BIO BIO (ART)","julio",2,9
"3122","BLANCA ESTELA (ART)","julio",2,5
"3123","BLANQUILLO (IND)","julio",0,1
"3124","BONN (IND)","julio",155,393
"3125","BRENDA ESMERALDA (ART)","julio",47,79
"3126","BRUDER ALFA (ART-TRP)","julio",39,62
"3127","BRUMA (L","julio",42,83
"3128","BRYAN ALEJANDRO (ART)","julio",0,24
"3129","BUCANERO I (IND)","julio",35,82
"3130","CABO DE HORNOS (FAB)","julio",622,768
"3131","CANDELARIA (ART)","julio",16,44
"3132","CANDELARIA II (ART)","julio",31,127
"3133","CAPELLO (ART)","julio",26,59
"3134","CARLA AGUSTIN (ART)","julio",0,2
"3135","CARLA BELEN I (L","julio",270,579
"3136","CARLOS EMILIO (ART)","julio",13,27
"3137","CARMENCHA (L","julio",73,168
"3138","CAZADOR (IND)","julio",0,30
"3139","CAZADOR (L","julio",460,547
"3140","CECILIA II (ART)","julio",79,146
"3141","CECILIA III (ART)","julio",10,27
"3142","CENTURION 2000 (L","julio",136,238
"3143","CESAR MIGUEL (ART)","julio",0,45
"3144","CHALLUPEN (ART)","julio",62,166
"3145","CHANGO (ART)","julio",16,35
"3146","CHANGO I (ART)","julio",40,248
"3147","CHELITA I (ART)","julio",217,287
"3148","CHUBASCO I (ART)","julio",1,22
"3149","CISNE BLANCO (FAB)","julio",564,825
"3150","CLAUDIA ALEJANDRA (IND)","julio",18,119
"3151","CLAUDIA SOFIA (ART)","julio",374,551
"3152","CLAUDIO I (ART)","julio",7,36
"3153","COBRA (IND)","julio",59,189
"3154","COCHA (IND)","julio",166,349
"3155","CONCEPCION (ART)","julio",0,68
"3156","CONSTITUCION (ART)","julio",0,23
"3157","CONY I (IND)","julio",266,438
"3158","CORPESCA 2 (IND)","julio",9,168
"3159","CORSARIO I (IND)","julio",13,95
"3160","COSTA GRANDE 1 (IND)","julio",18,130
"3161","COYI I (ART)","julio",48,277
"3162","COYI II (ART)","julio",65,317
"3163","CRISTIAN GUILLERMO (ART)","julio",16,31
"3164","DALCA (ART)","julio",135,227
"3165","DANIEL (ART)","julio",49,246
"3166","DANIELA S (ART)","julio",96,132
"3167","DANIEL NICOLAS (ART)","julio",53,177
"3168","DELFIN 2000 (ART)","julio",16,79
"3169","DEMETRIO II (L","julio",351,459
"3170","DIEGO ARMANDO II (L","julio",379,552
"3171","DIEGO BENJAMIN (ART)","julio",134,159
"3172","DIEGO ESTEBAN (ART)","julio",15,44
"3173","DIEGO RAMIREZ (FAB)","julio",1,236
"3174","DOÑA ADRIANA  ART","julio",14,103
"3175","DOÑA BELLA (L","julio",234,263
"3176","DOÑA CARMELA","julio",13,39
"3177","DOÑA JOVA 2DA (ART)","julio",19,46
"3178","DON ALEJANDRO II (ART)","julio",349,471
"3179","DON ALFONSO (IND)","julio",50,127
"3180","DON ALFONSO II (ART)","julio",4,41
"3181","DOÑA MERCEDES (ART)","julio",53,241
"3182","DON ANGEL (ART)","julio",19,37
"3183","DON ANSELMO II (ART)","julio",28,57
"3184","DOÑA PILAR II (ART)","julio",49,172
"3185","DON ARMANDO (ART)","julio",0,5
"3186","DON ARNALDO (ART)","julio",6,32
"3187","DON ATILIO (ART)","julio",0,10
"3188","DON BASILIO (L","julio",3,61
"3189","DON BENITO II (ART)","julio",1,33
"3190","DON BENJA (ART)","julio",9,48
"3191","DON BORIS (IND)","julio",23,77
"3192","DON CARLOS (L","julio",233,465
"3193","DON CHELO II (ART)","julio",18,30
"3194","DON CHOLITO (ART)","julio",18,52
"3195","DON CORLEONE (ART)","julio",0,25
"3196","DON DANIEL I (L","julio",10,23
"3197","DON DANILO F (ART)","julio",269,394
"3198","DON DANY (ART)","julio",152,301
"3199","DON DANY (L","julio",163,262
"3200","DON DAVID II (ART)","julio",284,458
"3201","DON DEMETRIO III (ART)","julio",3,22
"3202","DON DIONISIO II (ART)","julio",16,34
"3203","DON EDMUNDO (IND)","julio",30,111
"3204","DON ELEUTERIO (ART)","julio",25,271
"3205","DON EMILIO (ART)","julio",17,37
"3206","DON ENRI II   ART","julio",2,3
"3207","DON ENRIQUE (IND)","julio",0,1
"3208","DON ENRIQUE F (L","julio",203,378
"3209","DON ERNESTO AYALA MARFIL (IND)","julio",3,22
"3210","DON FELIX (L","julio",17,80
"3211","DON FRANCISCO I (ART)","julio",0,18
"3212","DON GERMAN I (L","julio",425,500
"3213","DON GILBERTO I (ART)","julio",337,489
"3214","DON GUILLERMO I (ART)","julio",25,72
"3215","DON HELENO (L","julio",0,28
"3216","DON IGEL (L","julio",145,261
"3217","DON JAIME (ART)","julio",39,208
"3218","DON JEAN PIERRE (ART)","julio",396,458
"3219","DON JOAQUIN  (ART)","julio",10,40
"3220","DON JOAQUIN II (ART)","julio",19,33
"3221","DON JORGE","julio",0,0
"3222","DON JORGE LUIS M (ART)","julio",35,81
"3223","DON JORGE M (ART)","julio",199,419
"3224","DON JOSE EDGARDO (ART)","julio",1,39
"3225","DON JOSE I (ART)","julio",18,65
"3226","DON JOSE IV (ART)_1322","julio",25,42
"3227","DON JOSE MIGUEL (ART)","julio",1,33
"3228","DON JUAN M (ART)","julio",6,13
"3229","DON JULIAN (ART)","julio",6,26
"3230","DON JULIO (BZA)","julio",248,470
"3231","DON KAKO (ART)","julio",8,43
"3232","DON LEONEL (ART)","julio",5,10
"3233","DON LINO (L","julio",0,37
"3234","DON LUIS (LM)","julio",41,204
"3235","DON LUIS ALBERTO (ART)","julio",0,9
"3236","DON LUIS D (ART)","julio",8,20
"3237","DON MARCIAL (L","julio",20,113
"3238","DON MATEO (ART)","julio",45,85
"3239","DON MATEO I (ART)","julio",119,183
"3240","DON MATIAS I (L","julio",388,605
"3241","DON MAXI (ART)","julio",138,186
"3242","DON MIGUEL (ART)","julio",11,26
"3243","DON MIGUEL II (ART)","julio",8,20
"3244","DON MOISES","julio",0,64
"3245","DON NAO (ART)","julio",288,568
"3246","DON NENE (ART)","julio",242,410
"3247","DON NINO I   ART","julio",0,1
"3248","DON NORMA (ART)","julio",17,86
"3249","DON OSCAR (ART)","julio",0,3
"3250","DON PANCRACIO (ART)","julio",13,95
"3251","DON PASCUAL (ART)","julio",24,44
"3252","DON PEPE (ART)","julio",9,12
"3253","DON PEY II (ART)","julio",0,22
"3254","DON RAUL I (ART)","julio",1,49
"3255","DON RICARDO (ART)","julio",14,33
"3256","DON RICARDO II (ART)","julio",10,32
"3257","DON ROBERT (ART)","julio",6,10
"3258","DON SEBASTIAN (L","julio",2,27
"3259","DON SERGIO (ART-TRP)","julio",0,12
"3260","DON STEFAN (IND)","julio",112,321
"3261","DON TITO (IND)","julio",7,31
"3262","DON TITO R (ART)","julio",12,43
"3263","DON ULMES (ART)","julio",13,31
"3264","DON VALENTIN (ART)","julio",19,48
"3265","DON VICENTE I (ART)","julio",229,312
"3266","DON VICTORINO (ART)","julio",33,127
"3267","DRAKAR II (ART-TRP)","julio",0,25
"3268","EBENEZER II (ART)","julio",12,40
"3269","EDEN I (ART)","julio",21,45
"3270","EL ACUARIO I (ART)","julio",26,53
"3271","ELBE (IND)","julio",185,358
"3272","EL CID (ART)","julio",6,34
"3273","EL DANUBIO AZUL (ART)","julio",0,4
"3274","ELENA S (IND)","julio",0,35
"3275","ELOISA II (ART)","julio",27,76
"3276","EL ROBLE (L","julio",305,446
"3277","ELVA S (ART","julio",42,235
"3278","EMELINDA (ART)","julio",15,27
"3279","ENRIQUETA (ART)","julio",249,326
"3280","EPERVA 51 (IND)","julio",8,34
"3281","EPERVA 56 (IND)","julio",8,110
"3282","EPERVA 61 (IND)","julio",8,138
"3283","EPERVA 62 (IND)","julio",15,97
"3284","EPERVA 65 (IND)","julio",0,10
"3285","ERICK GABRIEL (ART-TRP)","julio",2,23
"3286","ERIKA (IND)","julio",0,3
"3287","ESPERANZA I (ART)","julio",380,546
"3288","ESPERANZA VII (L","julio",95,135
"3289","ESTRELLA DE DAVID (ART)","julio",4,27
"3290","ESTRELLA DEL SUR (L","julio",0,1
"3291","ESTRELLA II (ART)","julio",29,95
"3292","ESTRELLA III (ART)","julio",2,15
"3293","ESTURION (ART)","julio",2,6
"3294","FELIPE EDUARDO (ART)","julio",0,12
"3295","FERNANDO ANDRES III (TRP-V)","julio",0,18
"3296","FERNANDO ANDRES II (L","julio",298,500
"3297","FITZ ROY (ART-TRP)","julio",8,87
"3298","FLOPY I (ART)","julio",236,313
"3299","FOCHE (IND)","julio",180,404
"3300","FORTUNA IV (ART)","julio",15,84
"3301","FORTUNA V (ART)","julio",12,85
"3302","FRIOSUR IX (IND)","julio",290,471
"3303","FRIOSUR X (IND)","julio",281,481
"3304","GALEON II (ART)","julio",35,57
"3305","GAROTA (ART)","julio",20,109
"3306","GAROTA I (ART)","julio",44,277
"3307","GAROTA II (ART)","julio",20,122
"3308","GAROTA III (ART)","julio",29,129
"3309","GAROTA IV (ART)","julio",21,136
"3310","GAROTA V (ART)","julio",25,142
"3311","GEDEON (ART-TRP)","julio",206,307
"3312","GENESIS I (ART)","julio",85,120
"3313","GIANPIERO I","julio",16,85
"3314","GLOBAL PESCA II (FAB)","julio",0,1
"3315","GREISIS NICOL II (ART)","julio",0,28
"3316","GRINGO (IND)","julio",160,356
"3317","GUAJACHE II (ART)","julio",36,242
"3318","GUANAYE 2 (IND)","julio",32,78
"3319","GUAYACAN I (ART)","julio",0,51
"3320","GUERRERO DEL PACIFICO (ART)","julio",409,559
"3321","GUILLERMO I (ART)","julio",3,38
"3322","HALCON (IND)","julio",0,83
"3323","HECTOR ALFREDO (L","julio",201,447
"3324","HERACLES (L","julio",44,82
"3325","HERIVAL II (ART)","julio",114,183
"3326","HERMINIA I (ART)","julio",20,48
"3327","HUANAY (L","julio",189,329
"3328","HUMBOLDT II (ART)","julio",94,260
"3329","HURACAN (IND)","julio",12,212
"3330","HURACAN I (ART)","julio",15,70
"3331","ICALMA (IND)","julio",5,15
"3332","IMPERIO AUSTRAL (ART)","julio",0,8
"3333","INGRID FERNANDA (ART)","julio",193,320
"3334","INTREPIDO (IND)","julio",26,186
"3335","ISAAC (ART)","julio",6,10
"3336","ISAAC II (ART)","julio",22,67
"3337","ISIDORA I (ART)","julio",61,237
"3338","ISLA LLAHUEN (ART)","julio",0,78
"3339","ISLA ORCAS (IND)","julio",229,404
"3340","ISLA PICTON","julio",157,339
"3341","ISLA TABON (L","julio",177,309
"3342","IVETH I (L","julio",241,543
"3343","JACOB-ISRAEL (ART)","julio",38,91
"3344","JAIRO ELI (ART)","julio",4,9
"3345","JAQUELINE (ART)","julio",76,98
"3346","JAVIERA II (L","julio",0,26
"3347","JECHITO VI (L","julio",192,342
"3348","JEPE I (ART)","julio",24,104
"3349","J J (ART)","julio",47,142
"3350","JOEL I (ART)","julio",3,10
"3351","JORGE ANDRES (ART)","julio",5,55
"3352","JORGE HERNAN M (ART)","julio",4,11
"3353","JORGE VI (TRP)","julio",16,47
"3354","JOSE LUIS (ART)","julio",264,333
"3355","JOSE MANUEL III (L","julio",343,494
"3356","JOSUE (ART)","julio",57,259
"3357","JOSUE SEGUNDO  LB","julio",23,61
"3358","JOYA DEL PACIFICO (L","julio",49,58
"3359","JOYA II (L","julio",440,620
"3360","JUAN ANTONIO I (L","julio",178,388
"3361","JUAN BAUTISTA (L","julio",362,507
"3362","JUAN CLAUDIO (ART)","julio",398,538
"3363","JUAN CLAUDIO III (ART)","julio",74,239
"3364","JUAN CLAUDIO III   LB","julio",101,228
"3365","JUAN CLAUDIO II (L","julio",209,488
"3366","JUAN CLAUDIO I (L","julio",350,590
"3367","KALI (ART)","julio",12,84
"3368","KAREN PAMELA (ART)","julio",54,252
"3369","KARINA I (ART-TRP)","julio",39,106
"3370","KATRINA III (ART-TRP)","julio",0,18
"3371","KAWESCAR (ART)","julio",37,140
"3372","KIMERA (ART)","julio",0,6
"3373","KIMY II (ART)","julio",28,60
"3374","KIPPERNES (ART)","julio",17,60
"3375","KOKALECA III (ART)","julio",0,58
"3376","LA ANGELITA (ART)","julio",38,225
"3377","LAGO RANCO (ART)","julio",16,58
"3378","LAURA (ART-TRP)","julio",0,9
"3379","LA VICTORIA (ART)","julio",20,35
"3380","LIDER (IND)","julio",36,144
"3381","LIDIA C (ART)","julio",4,28
"3382","LOBO DE AFUERA IV (ART)","julio",4,36
"3383","LOBO DE AFUERA V (ART)","julio",7,59
"3384","LONCO (IND)","julio",34,133
"3385","LONCONAO (ART)","julio",1,49
"3386","LONQUIMAY (ART)","julio",10,19
"3387","LONQUIMAY 2 (ART)","julio",9,57
"3388","LORETO V (ART)","julio",37,132
"3389","LUCAS III (ART-TRP)","julio",40,137
"3390","LUIS ALBERTO I (L","julio",351,531
"3391","LUIS ALBERTO (L","julio",254,409
"3392","LUIS ALFONSO I (L","julio",298,554
"3393","LUIS ANDRES I (L","julio",289,468
"3394","LUIS DAVID C (L","julio",243,480
"3395","LUIS DAVID I (L","julio",0,45
"3396","MAMA ANTONIA (L","julio",108,262
"3397","MARBELLA II (ART)","julio",24,69
"3398","MARCELO RODOLFO (ART)","julio",93,306
"3399","MARGOT MARIA (ART-TRP)","julio",0,59
"3400","MARGOT MARIA IV (ART)","julio",6,30
"3401","MARIA BELEN (ART)","julio",62,141
"3402","MARIA CRUZ II (L","julio",204,412
"3403","MARIA ELENA (ART)","julio",11,96
"3404","MARIA EMPERATRIZ  III (IND)","julio",79,158
"3405","MARIA EUGENIA M (L","julio",203,300
"3406","MARIA IGNACIA IV (L","julio",0,23
"3407","MARIA ISABEL (ART)","julio",13,30
"3408","MARIA JESUS I (ART)","julio",21,42
"3409","MARIA JOSE (IND)","julio",33,148
"3410","MARIA M (L","julio",350,473
"3411","MARIANA B (ART)","julio",0,43
"3412","MARIA PABLA (ART)","julio",17,90
"3413","MARIA SOLEDAD II (ART)","julio",45,153
"3414","MARIA TRINIDAD (ART)","julio",12,26
"3415","MARIO ALBERTO (L","julio",139,175
"3416","MARISELA I (ART)","julio",6,9
"3417","MARISOL III (L","julio",249,399
"3418","MARJUXI II (L","julio",245,460
"3419","MARJUXI IV (L","julio",308,470
"3420","MAR PRIMERO (ART)","julio",28,68
"3421","MARVENTO (ART)","julio",20,59
"3422","MARY PAZ II (ART)","julio",15,119
"3423","MASTER (ART)","julio",11,33
"3424","MATEO VALENTIN (ART)","julio",0,21
"3425","MATIAS IGNACIO (L","julio",216,471
"3426","MATIAS NICOLAS (ART)","julio",1,2
"3427","MAXIMO JAVIER (L","julio",137,411
"3428","MELISSA KAREN (L","julio",182,286
"3429","MERO (IND)","julio",11,152
"3430","MESANA (ART)","julio",31,63
"3431","MILTON PATRICIO (L","julio",261,337
"3432","NAGASAKI (ART)","julio",14,32
"3433","NAZARETH II (ART)","julio",5,11
"3434","NEBRASKA (ART)","julio",4,5
"3435","NIEBLA","julio",16,67
"3436","NISSHIN MARU N°3 (IND)","julio",186,442
"3437","NOEMI SIMONEY (ART)","julio",13,43
"3438","NUESTRA SRA DE LA TIRANA II (IND)","julio",162,265
"3439","OCEANI III (ART)","julio",0,22
"3440","ORIENTE (ART)","julio",7,14
"3441","ORION I (ART)","julio",0,26
"3442","ORION IV (ART)","julio",0,22
"3443","ORKA (ART)","julio",12,41
"3444","OSCAR ALONSO (L","julio",207,388
"3445","OVNIS (ART)","julio",4,8
"3446","PALMI II (ART)","julio",15,63
"3447","PALMI I (L","julio",178,252
"3448","PAOLA STEPHANIE (L","julio",265,440
"3449","PARINA I (IND)","julio",6,21
"3450","PEDRO L (L","julio",10,38
"3451","PEHUENCHE (ART)","julio",13,93
"3452","PEHUENCO (IND)","julio",27,134
"3453","PELAGOS II (IND)","julio",0,2
"3454","PELICANO (IND)","julio",38,189
"3455","PETER I (ART-TRP)","julio",0,10
"3456","PETROHUE I (ART)","julio",34,177
"3457","PETROHUE II (ART)","julio",53,283
"3458","PETROHUE III (ART)","julio",31,229
"3459","PIGARGO (ART)","julio",0,4
"3460","PILFICAN III (ART)","julio",2,25
"3461","PILFICAN IV (ART)","julio",1,51
"3462","PINITA (L","julio",277,340
"3463","POLACO I (ART-TRP)","julio",0,18
"3464","POLARIS II (IND)","julio",136,242
"3465","POLUX (IND)","julio",283,382
"3466","POSEIDON II (ART)","julio",8,16
"3467","PUCARA (IND)","julio",10,134
"3468","PUERTO BALLARTA (ART)","julio",6,39
"3469","PUERTO BALLENA (FAB)","julio",0,1
"3470","PUERTO BRAVO (ART)","julio",95,126
"3471","PUERTO LINDO (ART)","julio",210,396
"3472","PUERTO TORO (FAB)","julio",589,797
"3473","PUERTO WILLIAMS (FAB)","julio",586,786
"3474","PUNTA BRAVA (ART)","julio",7,24
"3475","PUNTA DE HUMO (L","julio",187,348
"3476","QUERELEMA (IND)","julio",57,371
"3477","RAMIRO M (ART)","julio",75,132
"3478","RAPANUI (IND)","julio",58,174
"3479","RAQUEL I (ART)","julio",0,17
"3480","RELAMPAGO (IND)","julio",15,116
"3481","REY DEL PACIFICO (ART)","julio",300,456
"3482","REY DE REYES (ART)","julio",135,209
"3483","RICARDO I (ART)","julio",0,48
"3484","RICARDO JESUS (ART)","julio",16,40
"3485","RIMALFREDAN II (ART)","julio",22,51
"3486","RIMAR (ART-TRP)","julio",0,12
"3487","RIO JORDAN IV (ART)","julio",1,8
"3488","RIO JORDAN X (ART)","julio",4,12
"3489","RIO PELLUHUE II (L","julio",249,374
"3490","RIO PELLUHUE I (L","julio",235,363
"3491","RIO QUEULE I (ART)","julio",7,30
"3492","RIO SIMPSON II (ART)","julio",101,125
"3493","RIO SIMPSON (L","julio",334,488
"3494","RIO TOLTEN I (ART)","julio",8,29
"3495","RODIALFA III (ART)","julio",0,52
"3496","RODRIGO (ART)","julio",15,49
"3497","RUBY FRANCISCA (ART)","julio",12,63
"3498","RUCACH I (ART-TRP)","julio",0,51
"3499","RUTH (IND)","julio",0,28
"3500","SADAN (ART)","julio",12,33
"3501","SALMON (IND)","julio",22,192
"3502","SAMARITANO I (ART)","julio",10,40
"3503","SANDRITA I (ART)","julio",11,28
"3504","SANDY III (ART)","julio",4,38
"3505","SAN JORGE I (IND)","julio",12,103
"3506","SAN JOSE (IND)","julio",22,169
"3507","SAN SEBASTIAN I","julio",0,72
"3508","SAN SEBASTIAN II (ART-TRP)","julio",0,6
"3509","SANTA IRENE III (L","julio",300,363
"3510","SANTA ISABEL IV (L","julio",0,46
"3511","SANTA MARGARITA I (L","julio",26,147
"3512","SANTA MARIA II (IND)","julio",0,2
"3513","SANTA PALESTINA I (L","julio",231,397
"3514","SARAY ESMERALDA - M    ART","julio",2,21
"3515","SARITA II (ART)","julio",19,51
"3516","SEBASTIAN ALEJANDRO II (ART)","julio",8,54
"3517","SHALOM II (ART)","julio",58,233
"3518","SHIMANE (ART)","julio",6,16
"3519","SIXTO ABRAHAM I (ART)","julio",26,54
"3520","SKORPION (IND)","julio",91,191
"3521","SKORPION II (ART)","julio",27,88
"3522","SOCOROMA (ART)","julio",47,304
"3523","SOCOROMA I (ART)","julio",42,274
"3524","SOCOROMA II (ART)","julio",27,51
"3525","SOFIA-A (ART)","julio",28,57
"3526","SOFIA MAGDALENA (ART)","julio",2,40
"3527","SOFIA M (L","julio",405,560
"3528","SOTILEZA (ART)","julio",30,66
"3529","STA. ISABEL III (L","julio",0,41
"3530","STA XIMENA (L","julio",347,477
"3531","STELLA MARIS II (ART-TRP)","julio",55,191
"3532","SURAZO (ART)","julio",0,3
"3533","SUSANA C (ART)","julio",192,481
"3534","SUSANA III (ART)","julio",305,482
"3535","TIO CHITO (ART)","julio",23,54
"3536","TOCONAO (ART)","julio",4,13
"3537","TOME II (ART)","julio",13,37
"3538","TORNADO (IND)","julio",17,196
"3539","TOTO (ART)","julio",0,19
